item_id,name,category,location_id,quantity,unit,vendor,catalog_no,lot,received,expires,status,last_verified,verified_by,owner,source,photo_id,notes
itm-00416,Methylamp DNA modification kit,kit,213-SHELF-S02,,,,,,2015-01-16,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00417,Methylamp DNA modification kit,kit,213-SHELF-S02,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00418,DNA Chips,consumable,213-SHELF-S02,,,,,,2015-10-28,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00419,High Sensitivity DNA Chips,consumable,213-SHELF-S02,,,,,,2020-11-14,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00420,RNA Pico chips,consumable,213-SHELF-S02,,,,,,2018-01-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00421,RNA Pico chips,consumable,213-SHELF-S02,,,,,,2019-11-01,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00422,Kit instructions,office,213-SHELF-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00423,Mini compostion (partly filled out),other,213-SHELF-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00424,Syringes and safe-lock tubes,consumable,213-SHELF-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00425,RNeasy Plus Micro kit (50),kit,213-SHELF-S03,,,,,,2019-03-22,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00426,Direct-zol RNA MiniPrep Kit,kit,213-SHELF-S03,,,,,,2014-04-15,,unverified,2021-08-29,,,legacy-xlsx,,DNAse 1 @ -20˚C
itm-00427,Urine Collection Kit,kit,213-SHELF-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00428,PAXgene tissue DNA kit (50),kit,213-SHELF-S03,,,,,,2018-07-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00429,PAXgene tissue RNA kit (50),kit,213-SHELF-S03,,,,,,2017-06-29,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00430,BCA Protein kit,kit,213-SHELF-S03,,,,,,2016-11-16,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00431,Qproteome FFPE tissue kit (20),kit,213-SHELF-S03,2,,,,,2015-01-17,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00432,QIAamp DNA stool mini kit (50),kit,213-SHELF-S04,,,,,,2008-01-23,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00433,DNeasy 96 blood & tissue kit (4),kit,213-SHELF-S04,,,,,,2014-10-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00434,ZR Fecal DNA MiniPrep kit,kit,213-SHELF-S04,,,,,,2014-05-05,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00435,QIAquick PCR purification kit (50),kit,213-SHELF-S04,,,,,,2015-08-11,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00436,Pico methyl-seq library prep kit,kit,213-SHELF-S04,,,,,,2019-05-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00437,QIAprep spin miniprep kit (50),kit,213-SHELF-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,n.d.
itm-00438,DNeasy blood & tissue kit (50),kit,213-SHELF-S04,,,,,,2018-04-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00439,Extra Omega EZNA supplies,other,213-SHELF-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,(1) HiBind DNA spin columns (2) Collection tubes
itm-00440,RNeasy Plus Micro kit (50),kit,213-SHELF-S05,,,,,,2018-08-06,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00441,RNeasy Plus Micro kit (50),kit,213-SHELF-S05,,,,,,2018-11-26,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00442,RNeasy Plus Mini kit (50),kit,213-SHELF-S05,,,,,,2013-12-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00443,PAXgene tissue DNA kit (50),kit,213-SHELF-S05,,,,,,2018-02-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00444,QIAquick nucleotide removal kit (250),kit,213-SHELF-S05,,,,,,2013-09-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00445,RNeasy Plus Micro kit (50),kit,213-SHELF-S05,,,,,,2019-03-22,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00446,RNeasy Plus Micro kit (50),kit,213-SHELF-S05,,,,,,2018-08-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00447,RNeasy Plus Micro kit (50),kit,213-SHELF-S05,,,,,,2019-08-22,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00448,RNeasy Plus Micro kit (50),kit,213-SHELF-S05,,,,,,2019-03-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00449,QIAshredder (50),other,213-SHELF-S05,,,,,,2018-08-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00450,QIAshredder (250),other,213-SHELF-S05,,,,,,2019-03-22,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00451,M-MLV Reverse Transcriptase,enzyme,213-F20-S02-D08,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00452,Oligo(dT)15 Primer,reagent,213-F20-S02-D08,2,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00453,dNTP mix,reagent,213-F20-S02-D08,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00454,Actin+ CYP1A,other,213-F20-S02-D08,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00455,Samples in snap cap tubes and cardboard boxes,sample,213-F20-S02-D10,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00456,Oxford Nanopore flow cell priming kit,kit,213-F20-S03-D09,,,,,,2019-11-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00457,Oxford Nanopore flow cell wash kit,kit,213-F20-S03-D09,,,,,,2019-11-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00458,Oxford Nanopore rapid sequencing kit,kit,213-F20-S03-D09,,,,,,2019-11-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00459,Oxford Nanopore control expansion,other,213-F20-S03-D09,,,,,,2019-11-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00460,DNAse 1 H2O in 6 uL alignots from Zymo quick prep,enzyme,213-F20-S03-D09,,,,,,2020-01-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00461,EpiNext Post Bisulfite DNA library prep kit part 2,kit,213-F20-S03-D09,,,,,,2015-01-16,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00462,EpiNext Post Bisulfite DNA library prep kit part 2,kit,213-F20-S03-D09,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00463,EpiNext Post Bisulfite DNA library prep kit part 1,kit,213-F20-S03-D09,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00464,EpiNext NGS barcode index part 1,other,213-F20-S03-D09,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00465,EpiNext NGS barcode index part 2,other,213-F20-S03-D09,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00466,"unknown labeled ""part 2 of 2""",other,213-F20-S03-D09,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00467,perishable components part 2,other,213-F20-S03-D09,,,,,,2009-09-02,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00468,Thermoscientific GeneRuler High Range DNA ladder,reagent,213-F20-S03-D04,,,,,,2018-11-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00469,PCR supplies,other,213-F20-S03-D04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00470,Reverse transcription supplies,other,213-F20-S03-D04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00471,Deoxyribonuclease 1,enzyme,213-F20-S03-D04,,,,,,2019-07-02,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00472,Native Bacillus Ilcheniformis Protease (opened 7/27/2021),other,213-F20-S03-D04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00473,LumiProbe daGreen for real-time PCR,other,213-F20-S03-D04,,,,,,2019-08-30,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00474,Liberase TM research grade,other,213-F20-S03-D04,,,,,,2019-07-02,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00475,MethylMiner Methylated DNA enrichment kit,kit,213-F20-S03-D04,4,,,,,2020-12-17,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00476,SYBR Nucleic acid gel stain,reagent,213-F20-S03-D04,,,,,,2009-09-28,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00477,Penicillin-Streptomycin-amphotericin_B (Fungizone) 100mL x 2,other,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00478,Penicillin-Stretomycin solution (100mL),reagent,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00479,OmniPur X-GAL,other,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00480,Pepstatin A. from microbial source (5mg/mL),other,213-F20-S04-D05,,,,,,2007-08-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00481,"Lysosome, from chicken egg white",other,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00482,X-propto-GAL (4 mg/mL),other,213-F20-S04-D05,,,,,,2008-11-11,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00483,"Aprotinin, from bovine lung (10 mg/mL)",other,213-F20-S04-D05,,,,,,2007-08-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00484,50 mM MgCl,other,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00485,platinum qPCR supermix-UDG,other,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00486,Leupeptin hemisulfate salt 10.5 mM,reagent,213-F20-S04-D05,,,,,,2007-07-14,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00487,Native Bacillus Ilcheniformis Protease,other,213-F20-S04-D05,,,,,,2020-01-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00488,"Nitrogen-flushed 5-Azacytidine, 99% (opened 4/12/2010)",other,213-F20-S04-D05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00489,"5-Azacytidine, >= 98%",other,213-F20-S04-D05,,,,,,2010-06-07,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00490,Poly-D-lysine hydrobromide,other,213-F20-S04-D05,,,,,,2008-12-11,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00491,Mac gDNA *crab*,sample,213-F20-S04-D06,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00492,2 tubes of samples,sample,213-F20-S04-D06,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00493,"small jar labeled ""sample collected in May 2000""",sample,213-F20-S04-D06,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00494,MethylMiner Methylated DNA enrichment kit *CRAB ONLY* (opened 10/28/2020),kit,213-F20-S04-D06,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00495,CRC 471 gray whale blubber/skin,other,213-F20-S04-D06,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00496,small bag with several small bivalve samples,sample,213-F20-S04-D06,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00497,2-Mercaptoethanol,reagent,213-F20-S04-D07,,,,,,2018-08-06,,unverified,2021-08-29,,,legacy-xlsx,,other dates noted: 2018-08-08; opened
itm-00498,"Misc. samples (crab, geoduck, etc.)",sample,213-F20-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00499,SPUD IPC stock reagants,reagent,213-F20-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00500,Glass bottles,glassware,209-CAB-14,,,,,,,,present,2026-08-06,maddybernstein,,manual,,
